City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Snyder,US,32.7179,-100.9176,56.08,24,0,10.36,clear sky
343,Katsuura,JP,35.1333,140.3,41.18,68,100,8.23,overcast clouds
344,Bima,ID,-8.4667,118.7167,76.48,93,100,0.69,overcast clouds
345,Sorland,NO,67.667,12.6934,23.07,65,100,21.0,overcast clouds
346,San Policarpo,PH,12.1791,125.5072,78.4,85,99,3.98,overcast clouds
347,Khryashchevka,RU,53.8119,49.0916,12.18,97,100,4.03,light snow
348,Chase,CA,50.8165,-119.6857,33.08,87,100,3.53,overcast clouds
349,Marawi,PH,7.9986,124.2928,64.65,93,20,2.15,few clouds
350,Ixtapa,MX,20.7,-105.2,85.21,39,80,6.98,broken clouds
351,Waipawa,NZ,-41.4122,175.5153,66.83,46,78,5.32,broken clouds
352,Narathiwat,TH,6.3333,101.75,71.38,94,36,3.06,scattered clouds
353,Imbituba,BR,-28.24,-48.6703,70.83,78,100,5.3,overcast clouds
354,Port Hardy,CA,50.6996,-127.4199,47.75,76,75,10.36,broken clouds
355,Turinskaya Sloboda,RU,57.6232,64.3858,4.19,97,100,3.76,overcast clouds
356,Venosa,IT,40.9613,15.8149,40.39,86,98,6.11,overcast clouds
357,Henties Bay,NA,-22.116,14.2845,63.86,84,45,8.75,scattered clouds
358,Ponta Do Sol,PT,32.6667,-17.1,62.71,64,68,7.49,broken clouds
359,Chapleau,CA,47.8405,-83.4034,8.69,72,75,10.36,broken clouds
360,Kikwit,CD,-5.041,18.8162,74.34,79,100,2.82,overcast clouds
361,Dalby,AU,-27.1833,151.2667,68.7,71,55,12.66,broken clouds
362,Srandakan,ID,-7.9386,110.2506,75.2,87,88,4.09,overcast clouds
363,Antri,IN,26.0567,78.2144,50.43,46,0,2.44,clear sky
364,Psikhikon,GR,41.0,23.6333,45.0,71,55,3.24,broken clouds
365,Bambous Virieux,MU,-20.3428,57.7575,79.05,89,40,2.3,light rain
366,Duldurga,RU,50.6761,113.5931,-13.95,98,8,3.65,clear sky
367,Chapais,CA,49.7834,-74.8492,-11.42,95,99,3.15,overcast clouds
368,Dunedin,NZ,-45.8742,170.5036,64.62,64,100,3.4,overcast clouds
369,Udupi,IN,13.35,74.75,78.04,77,94,4.97,overcast clouds
370,Kirakira,SB,-10.4544,161.9205,80.62,85,97,7.23,overcast clouds
371,Zyryanka,RU,65.75,150.85,-12.41,98,100,7.34,overcast clouds
372,San Jeronimo,PE,-11.9472,-75.2829,54.16,85,100,8.41,heavy intensity rain
373,Walla Walla,US,46.0646,-118.343,46.13,74,100,4.61,overcast clouds
374,Lorengau,PG,-2.0226,147.2712,81.48,82,100,6.22,overcast clouds
375,Walvis Bay,NA,-22.9575,14.5053,64.09,82,0,2.3,clear sky
376,Moncton,CA,46.1159,-64.8019,28.99,92,100,5.75,light snow
377,Itaituba,BR,-4.2761,-55.9836,78.96,94,75,0.0,moderate rain
378,Mayumba,GA,-3.432,10.6554,76.46,89,65,2.04,broken clouds
379,Fonte Boa,BR,-2.4959,-66.2662,79.56,86,100,3.38,light rain
380,Camacha,PT,33.0833,-16.3333,57.96,77,40,13.8,scattered clouds
381,Luganville,VU,-15.5333,167.1667,78.71,90,100,10.22,moderate rain
382,Acarau,BR,-2.8856,-40.12,73.53,85,100,11.79,overcast clouds
383,Villazon,BO,-22.0866,-65.5942,60.55,53,76,9.95,broken clouds
384,Marzuq,YE,14.4,46.4667,61.99,34,28,3.69,scattered clouds
385,Kizilskoye,RU,52.7255,58.8937,7.47,97,100,6.78,overcast clouds
386,Merano,IT,46.6682,11.1595,43.95,52,28,8.75,scattered clouds
387,Banda Aceh,ID,5.5577,95.3222,78.42,84,21,5.21,few clouds
388,Great Falls,US,47.5002,-111.3008,46.42,22,75,11.99,broken clouds
389,Sinnamary,GF,5.3833,-52.95,75.69,87,39,9.1,scattered clouds
390,Kinablangan,PH,7.6947,126.5503,75.87,88,90,4.07,overcast clouds
391,Norman Wells,CA,65.282,-126.8329,-5.76,71,100,8.05,light snow
392,Touros,BR,-5.1989,-35.4608,76.1,73,77,5.93,broken clouds
393,Margate,GB,51.3813,1.3862,47.97,83,99,5.01,overcast clouds
394,Masallatah,LY,32.6167,14.0,49.1,60,0,9.66,clear sky
395,Longjiang,CN,47.3303,123.1836,2.91,70,35,9.78,scattered clouds
396,Kirillov,RU,59.863,38.3813,16.57,95,100,6.06,overcast clouds
397,Cienfuegos,CU,22.1461,-80.4356,82.54,65,47,9.22,scattered clouds
398,Bolobo,CD,-2.1667,16.2333,76.55,59,78,2.19,broken clouds
399,Kerman,IR,30.2832,57.0788,40.86,42,0,4.61,clear sky
400,Chicama,PE,-7.8447,-79.1469,68.54,67,90,8.97,overcast clouds
401,Suntar,RU,62.1444,117.6319,-12.06,96,31,6.02,scattered clouds
402,Port Moresby,PG,-9.4431,147.1797,74.62,100,40,5.75,light rain
403,Olafsvik,IS,64.8945,-23.7142,22.77,67,71,19.71,broken clouds
404,Bolotnoye,RU,55.6717,84.3981,-4.41,100,98,5.86,overcast clouds
405,Hohhot,CN,40.8106,111.6522,1.69,71,0,4.47,clear sky
406,Hong Gai,VN,20.956,107.0946,67.91,92,71,7.4,broken clouds
407,Annamalainagar,IN,11.4,79.7333,76.91,73,99,13.6,overcast clouds
408,Gidole,ET,5.65,37.3667,61.34,33,38,3.6,scattered clouds
409,Vanimo,PG,-2.6741,141.3028,77.27,89,95,4.25,overcast clouds
410,Norwich,GB,52.6278,1.2983,48.15,88,75,12.66,broken clouds
411,Terrak,NO,65.087,12.3715,35.47,92,100,9.08,light snow
412,Mezen,RU,65.8522,44.24,12.4,95,100,6.33,overcast clouds
413,Otradnoye,RU,59.7775,30.8181,24.85,96,100,6.11,overcast clouds
414,Port Blair,IN,11.6667,92.75,80.64,83,40,4.61,mist
415,Asfi,MA,32.2994,-9.2372,60.17,66,63,3.24,broken clouds
416,Mount Gambier,AU,-37.8333,140.7667,62.51,94,100,12.66,overcast clouds
417,Kalmunai,LK,7.4167,81.8167,74.79,90,26,6.55,scattered clouds
418,Kieta,PG,-6.2167,155.6333,83.16,70,91,3.67,overcast clouds
419,Sao Filipe,CV,14.8961,-24.4956,71.71,70,93,11.07,overcast clouds
420,Ciudad Bolivar,VE,8.1222,-63.5497,88.61,29,58,10.8,broken clouds
421,Milkovo,RU,54.7167,158.6167,19.09,96,100,3.56,light snow
422,Killybegs,IE,54.6333,-8.45,51.46,91,72,22.3,broken clouds
423,Tranas,SE,58.0372,14.9782,33.03,79,94,11.41,overcast clouds
424,Saint-Pierre,RE,-21.3393,55.4781,74.88,69,0,4.61,clear sky
425,Tumaco,CO,1.7986,-78.8156,74.98,87,100,3.53,light rain
426,Victoria,HK,22.2855,114.1577,66.38,89,81,8.01,broken clouds
427,Batagay-Alyta,RU,67.8006,130.4114,-11.15,94,86,5.14,overcast clouds
428,Mackenzie,CA,55.2999,-123.1698,30.42,59,0,8.05,clear sky
429,Sovetskiy,RU,61.3614,63.5842,-12.28,100,88,3.11,overcast clouds
430,Mahebourg,MU,-20.4081,57.7,79.09,89,40,2.3,scattered clouds
431,Beitbridge,ZW,-22.2167,30.0,77.77,74,89,7.45,light rain
432,Cayenne,GF,4.9333,-52.3333,77.04,86,100,6.91,overcast clouds
433,Magan,ES,39.9683,-3.931,50.29,34,0,5.01,clear sky
434,Kashirskoye,RU,51.4194,39.6125,23.22,97,100,12.1,light snow
435,Aljezur,PT,37.3191,-8.8033,51.73,67,0,5.86,clear sky
436,Naters,CH,46.3254,7.9891,37.8,47,26,5.23,scattered clouds
437,Mashhad,IR,36.297,59.6062,35.74,64,0,6.91,clear sky
438,Jand,PK,33.4299,72.0193,47.64,36,0,3.6,clear sky
439,Teguise,ES,29.0605,-13.564,61.02,63,75,14.97,broken clouds
440,Barra Patuca,HN,15.8,-84.2833,79.38,71,23,8.57,few clouds
441,Polunochnoye,RU,60.8697,60.4153,-10.1,98,84,3.47,broken clouds
442,Buin,CL,-33.7333,-70.75,83.05,41,0,11.39,clear sky
443,Sobolevo,RU,54.4299,31.8996,31.6,99,100,6.13,snow
444,Yulara,AU,-25.2406,130.9889,76.84,53,70,10.36,broken clouds
445,Launceston,AU,-41.45,147.1667,67.6,81,100,4.0,overcast clouds
446,Steinbach,DE,50.1667,8.5667,41.18,81,20,6.91,few clouds
447,Khandyga,RU,62.6667,135.6,-40.29,99,90,2.8,overcast clouds
448,Alofi,NU,-19.0595,-169.9187,84.09,79,86,12.66,overcast clouds
449,Lukulu,ZM,-14.3707,23.242,63.19,94,86,5.32,overcast clouds
450,Lima,PE,-12.0432,-77.0282,72.14,79,75,1.01,heavy intensity rain
451,Tefe,BR,-3.3542,-64.7114,82.51,83,75,8.05,broken clouds
452,Digha,IN,21.6833,87.55,58.84,54,1,8.21,clear sky
453,Airai,TL,-8.9266,125.4092,60.42,92,100,2.82,overcast clouds
454,Tuatapere,NZ,-46.1333,167.6833,64.81,51,92,4.63,overcast clouds
455,Longyearbyen,SJ,78.2186,15.6401,6.64,78,40,17.27,scattered clouds
456,Elko,US,41.0002,-115.5012,39.06,31,0,2.39,clear sky
457,Puno,PE,-15.8333,-70.0333,53.6,64,98,6.46,overcast clouds
458,Delemont,CH,47.3649,7.3445,35.83,89,96,0.94,overcast clouds
459,Seoul,KR,37.5683,126.9778,22.44,66,0,1.14,clear sky
460,Arona,ES,28.0996,-16.681,55.71,60,20,1.01,few clouds
461,Neiafu,TO,-18.65,-173.9833,83.01,76,62,18.99,light rain
462,Male,MV,4.1748,73.5089,82.35,65,75,10.36,broken clouds
463,Fort Collins,US,40.5853,-105.0844,49.19,44,0,5.01,clear sky
464,Tallahassee,US,30.4383,-84.2807,57.85,65,100,3.0,smoke
465,Bhubaneswar,IN,20.2333,85.8333,55.62,88,14,2.3,mist
466,Kralendijk,BQ,12.15,-68.2667,84.18,61,40,12.66,scattered clouds
467,Tilichiki,RU,60.4667,166.1,26.74,84,100,31.34,light snow
468,Sur,OM,22.5667,59.5289,69.01,57,0,3.89,clear sky
469,Calama,CL,-22.4667,-68.9333,75.69,20,3,33.38,clear sky
470,Kysyl-Syr,RU,63.8986,122.7617,-18.24,96,40,7.45,scattered clouds
471,Durres,AL,41.3231,19.4414,42.98,72,99,12.68,overcast clouds
472,Oxford,GB,51.7522,-1.256,49.91,96,40,1.01,scattered clouds
473,Merzifon,TR,40.8733,35.4631,8.06,79,44,4.61,scattered clouds
474,North Platte,US,41.1239,-100.7654,52.12,23,0,7.0,clear sky
475,Oprisor,RO,44.2833,23.0833,34.09,80,9,17.81,clear sky
476,Portobelo,PA,9.55,-79.65,88.21,72,15,10.38,few clouds
477,Tabuk,PH,17.4189,121.4443,70.7,95,81,1.97,broken clouds
478,Samut Sakhon,TH,13.5833,100.3,82.02,75,18,6.73,few clouds
479,Xushan,CN,30.1764,121.2457,38.97,98,100,7.43,light rain
480,Turan,VN,16.0678,108.2208,69.85,100,20,1.14,few clouds
481,Pirapora,BR,-17.345,-44.9419,76.15,70,39,4.21,scattered clouds
482,Seydi,TM,39.4816,62.9137,39.43,59,96,14.29,overcast clouds
483,Hobyo,SO,5.3505,48.5268,76.71,69,57,21.32,broken clouds
484,Urubicha,BO,-15.3833,-62.95,75.94,94,97,1.07,overcast clouds
485,Atambua,ID,-9.1061,124.8925,74.68,90,100,4.65,overcast clouds
486,Benghazi,LY,32.1167,20.0667,57.34,70,77,14.7,broken clouds
487,Abu Samrah,SY,35.3029,37.1841,38.61,94,100,1.25,overcast clouds
488,Pires Do Rio,BR,-17.2997,-48.2794,69.24,88,99,4.63,overcast clouds
489,Dauriya,RU,49.9333,116.8667,-19.21,98,16,4.61,few clouds
490,Manaus,BR,-3.1019,-60.025,82.9,78,75,4.61,broken clouds
491,Grand Gaube,MU,-20.0064,57.6608,79.2,80,4,5.01,clear sky
492,Baijiantan,CN,45.6333,85.1833,0.95,92,12,1.05,few clouds
493,Cape Canaveral,US,28.4058,-80.6048,71.67,73,75,11.5,broken clouds
494,Biak,ID,-0.9131,122.8766,76.71,81,100,3.74,overcast clouds
495,Merauke,ID,-8.4667,140.3333,81.03,83,100,8.63,overcast clouds
496,Newport,GB,51.5877,-2.9984,52.09,92,60,14.74,broken clouds
497,Lensk,RU,60.7253,114.9278,-12.05,99,86,6.71,overcast clouds
498,Pemangkat,ID,1.1667,108.9667,76.57,85,100,4.25,overcast clouds
499,Manaure,CO,11.7751,-72.4445,82.51,61,31,11.74,scattered clouds
500,Jiexiu,CN,37.0244,111.9125,25.97,68,42,1.79,scattered clouds
501,North Bend,US,43.4065,-124.2243,60.87,54,0,5.75,clear sky
502,Peace River,CA,56.2501,-117.286,41.31,48,75,20.71,broken clouds
503,Barcelos,PT,41.5388,-8.6151,47.28,55,0,6.62,clear sky
504,Port Macquarie,AU,-31.4333,152.9167,71.56,75,20,4.5,few clouds
505,Karratha,AU,-20.7377,116.8463,78.31,73,32,8.86,scattered clouds
506,Batatais,BR,-20.8911,-47.585,78.78,90,81,3.65,light rain
507,Burnie,AU,-41.0667,145.9167,65.95,82,15,8.05,few clouds
508,Nanortalik,GL,60.1432,-45.2371,25.43,84,100,7.74,light snow
509,Haikou,CN,20.0458,110.3417,69.93,88,75,13.42,broken clouds
510,Karaton,ID,-6.3424,106.1045,75.96,88,100,0.13,overcast clouds
511,Guanica,PR,17.9716,-66.908,82.29,73,36,5.01,scattered clouds
512,Porto Novo,BJ,6.4965,2.6036,82.22,78,69,3.89,broken clouds
513,Slyudyanka,RU,51.6594,103.7061,-6.03,96,30,4.94,scattered clouds
514,Moussoro,TD,13.6408,16.4901,64.26,12,0,14.85,clear sky
515,Namanyere,TZ,-7.5167,31.05,60.24,94,100,2.48,overcast clouds
516,Balatan,PH,13.3211,123.2333,74.55,92,73,3.33,broken clouds
517,Polewali,ID,-3.4324,119.3435,76.03,86,100,3.2,overcast clouds
518,Solnechnyy,RU,50.7214,136.6319,-8.03,98,100,2.48,overcast clouds
519,Bethel,US,41.3712,-73.414,32.09,82,100,3.44,haze
520,Rurrenabaque,BO,-14.4413,-67.5278,78.93,76,92,1.14,overcast clouds
521,Lagoa Santa,BR,-19.6272,-43.8897,86.22,54,20,3.44,few clouds
522,Prince Rupert,CA,54.3161,-130.3201,46.49,76,100,10.36,overcast clouds
523,Dakar,SN,14.6937,-17.4441,71.73,68,0,6.91,clear sky
524,San Patricio,US,28.017,-97.5169,60.19,30,73,12.37,broken clouds
525,Mayahi,NE,13.9553,7.6712,65.64,13,0,15.17,clear sky
526,Palmares Do Sul,BR,-30.2578,-50.5097,71.19,62,74,9.48,broken clouds
527,Berlevag,NO,70.8578,29.0864,31.95,59,75,17.27,broken clouds
528,West Helena,US,34.5507,-90.6418,46.08,45,78,16.93,broken clouds
529,Ankang,CN,32.68,109.0172,34.11,90,100,2.01,overcast clouds
530,Pangnirtung,CA,66.1451,-65.7125,-11.2,77,100,2.3,light snow
531,Belmonte,BR,-15.8631,-38.8828,82.9,82,43,8.37,scattered clouds
532,Tecoanapa,MX,16.5167,-98.75,83.43,62,0,10.4,clear sky
533,Taybad,IR,34.74,60.7756,39.87,87,10,12.35,clear sky
534,Kathmandu,NP,27.7167,85.3167,41.22,87,40,2.3,scattered clouds
535,Ebetsu,JP,43.1081,141.5506,19.49,76,68,7.61,broken clouds
536,Nantai,CN,40.9241,122.8044,13.1,56,0,3.29,clear sky
537,Bokajan,IN,26.0167,93.7833,51.08,86,0,0.54,clear sky
538,Stokmarknes,NO,68.5646,14.9108,24.49,92,20,4.61,few clouds
539,Grindavik,IS,63.8424,-22.4338,26.55,74,100,24.16,overcast clouds
540,Hulyaypole,UA,47.6653,36.2578,32.29,98,100,12.39,light snow
541,Keti Bandar,PK,24.1447,67.4497,66.42,52,0,6.31,clear sky
542,Maputo,MZ,-25.9653,32.5892,74.88,91,75,11.01,heavy intensity rain
543,Kirovskiy,RU,45.0917,133.5136,-7.85,99,98,3.96,overcast clouds
544,Wesselsbron,ZA,-27.8549,26.3658,62.67,72,44,8.34,scattered clouds
545,Pozo Colorado,PY,-23.4923,-58.7972,85.69,43,79,7.09,broken clouds
546,Kiama,AU,-34.6833,150.8667,77.45,80,13,5.99,few clouds
547,Puerto Narino,CO,-3.7703,-70.3831,87.75,75,100,0.89,overcast clouds
548,Krasnorechenskiy,RU,44.6265,135.3532,-3.77,90,80,10.02,broken clouds
549,Vao,NC,-22.6667,167.4833,77.72,84,100,19.82,light rain
550,Brenes,ES,37.5494,-5.8714,56.52,62,0,5.75,clear sky
551,Puerto Carreno,CO,6.189,-67.4859,93.18,31,0,6.91,clear sky
552,Mason City,US,43.1536,-93.201,12.33,65,0,9.22,clear sky
553,Burns Lake,CA,54.2331,-125.7533,17.02,84,100,3.42,overcast clouds
554,San Ramon,US,37.7799,-121.978,66.92,49,0,1.01,clear sky
555,Kidal,ML,18.4411,1.4078,65.93,18,0,11.18,clear sky
556,Poum,NC,-20.2333,164.0167,82.65,75,82,15.88,broken clouds
557,Praia,CV,14.9215,-23.5087,70.34,64,75,17.27,broken clouds
558,Matadi,CD,-5.8167,13.45,75.72,92,99,3.42,light rain
559,Anjar,IN,23.1333,70.0167,61.16,38,0,5.26,clear sky
560,Marsh Harbour,BS,26.5412,-77.0636,74.35,76,100,21.61,overcast clouds
561,Ambovombe,MG,-25.1667,46.0833,69.76,84,0,3.56,clear sky
562,Cadiz,ES,36.5,-5.75,54.82,63,3,12.88,clear sky
563,Sangar,RU,63.9242,127.4739,-27.58,99,100,2.95,overcast clouds
564,Cortes,ES,41.9395,-1.4396,44.65,71,0,9.69,clear sky
565,Aswan,EG,24.0934,32.907,51.1,40,0,8.05,clear sky
566,Bara,NG,10.3744,10.7288,70.95,28,51,12.44,broken clouds
567,Pasinler,TR,39.9803,41.6764,-4.81,92,87,3.87,overcast clouds
568,Fethiye,TR,36.6217,29.1164,37.27,56,0,5.75,clear sky
569,Orbetello,IT,42.4408,11.2196,46.8,52,93,6.91,overcast clouds
570,Lompoc,US,34.6391,-120.4579,74.7,20,0,3.44,clear sky
571,Whitehorse,CA,60.7161,-135.0538,34.57,75,75,11.5,broken clouds
572,Kapuskasing,CA,49.4169,-82.4331,6.89,66,75,4.61,broken clouds
573,Sept-Iles,CA,50.2001,-66.3821,3.72,62,20,8.99,few clouds
574,Saint-Francois,FR,46.4154,3.9054,33.67,97,100,1.14,overcast clouds
575,Victor Harbor,AU,-35.5667,138.6167,69.8,81,43,1.99,scattered clouds
576,Beatrice,US,40.2681,-96.747,39.88,44,0,5.75,clear sky
577,Yueyang,CN,29.3333,113.0919,32.77,100,100,8.55,snow
578,Taft,IR,31.7471,54.2088,35.55,30,16,4.61,few clouds
579,Coquimbo,CL,-29.9533,-71.3436,67.73,72,0,12.66,clear sky
580,Kadhan,PK,24.481,68.9859,61.25,35,0,5.19,clear sky
581,Betioky,MG,-23.7167,44.3833,70.47,76,0,2.15,clear sky
582,Asau,RO,46.4333,26.4,38.32,85,94,5.7,overcast clouds
583,Tigre,AR,-34.426,-58.5796,78.06,24,0,6.91,clear sky
584,Salinopolis,BR,-0.6136,-47.3561,76.23,89,100,10.65,very heavy rain
585,Mehran,IR,33.1222,46.1646,44.08,56,77,5.3,broken clouds
586,Dongkan,CN,33.9997,119.8308,30.47,66,93,5.3,overcast clouds
587,Adrar,MR,20.5022,-10.0711,73.54,12,100,2.59,overcast clouds
588,Bilma,NE,18.6853,12.9164,59.88,18,0,8.77,clear sky
589,Staryy Nadym,RU,65.6118,72.6842,-15.57,99,40,7.16,scattered clouds
590,Cap Malheureux,MU,-19.9842,57.6142,79.29,80,3,4.0,clear sky
591,Arucas,ES,28.1198,-15.5233,61.57,66,4,6.82,clear sky
592,Klyuchevskiy,RU,53.5317,119.4519,-6.14,92,100,3.15,overcast clouds
593,Troitskoye,RU,52.9821,84.6757,-4.85,100,96,3.89,overcast clouds
594,Erenhot,CN,43.6475,111.9767,0.45,91,5,6.71,clear sky
595,Ilovlya,RU,49.3033,43.9796,13.3,98,86,6.93,snow
596,Uribia,CO,11.7139,-72.266,86.52,46,14,12.41,few clouds
597,Piranshahr,IR,36.701,45.1413,16.61,92,60,6.35,broken clouds
598,Olinda,BR,-8.0089,-34.8553,82.13,74,40,5.75,light rain
599,Kungurtug,RU,50.5994,97.5228,-23.13,99,95,1.39,overcast clouds
600,Xining,CN,36.6167,101.7667,8.8,87,88,3.22,overcast clouds
601,Silver City,US,32.7701,-108.2803,50.92,25,0,8.01,clear sky
602,Easton,US,40.6884,-75.2207,33.58,77,100,1.99,overcast clouds
603,Homer,US,59.6425,-151.5483,26.49,80,100,3.44,light snow
604,Palmer,US,42.1584,-72.3287,33.4,55,75,0.0,broken clouds
605,Nortelandia,BR,-14.4547,-56.8028,75.99,93,100,2.53,light rain
606,Isetskoye,RU,56.4858,65.3226,-3.35,100,100,2.01,overcast clouds
607,Vuktyl,RU,63.8567,57.3094,4.42,93,100,8.68,overcast clouds
608,Dickinson,US,29.4608,-95.0513,60.82,36,0,7.0,clear sky
609,George,ZA,-33.963,22.4617,62.15,94,75,3.44,broken clouds
610,Kamenka,RU,51.3223,42.7678,18.75,95,100,11.92,snow
611,San Pedro,PH,14.35,121.0167,78.03,90,20,1.14,few clouds
612,Buala,SB,-8.145,159.5921,82.38,75,86,5.93,light rain
613,Butembo,CD,0.15,29.2833,60.57,69,100,2.64,overcast clouds
614,Neuquen,AR,-38.9516,-68.0591,94.89,26,20,0.0,few clouds
615,Buraydah,SA,26.326,43.975,52.25,35,95,12.17,overcast clouds
616,Kitui,KE,-1.367,38.0106,66.2,63,82,4.41,broken clouds
617,Samana,DO,19.2056,-69.3369,84.42,74,40,6.91,scattered clouds
618,Maralal,KE,1.0968,36.698,60.87,57,83,3.89,broken clouds
619,Pitimbu,BR,-7.4706,-34.8086,81.19,72,57,11.68,broken clouds
620,Taoudenni,ML,22.6783,-3.9836,72.57,13,96,12.06,overcast clouds
621,Govindgarh,IN,27.5,76.9833,49.62,46,0,4.05,clear sky
622,Smithers,CA,54.7804,-127.1743,25.12,74,100,4.61,overcast clouds
623,Faya,SA,18.3851,42.4509,51.91,87,88,4.21,overcast clouds
624,Nettuno,IT,41.4826,12.679,48.79,56,31,5.86,scattered clouds
625,Okhotsk,RU,59.3833,143.3,8.73,76,100,17.92,overcast clouds
626,Moerai,PF,-22.4333,-151.3333,79.83,77,11,12.97,few clouds
627,Jaisalmer,IN,26.9147,70.9181,59.92,18,0,6.15,clear sky
628,Byron Bay,AU,-28.65,153.6167,78.06,83,68,5.86,light rain
629,Wasilla,US,61.5814,-149.4394,29.39,69,75,8.01,broken clouds
630,Oneida,US,43.2001,-75.4663,22.59,74,100,1.99,overcast clouds
631,Varhaug,NO,58.6147,5.6457,43.86,97,100,17.78,light rain
632,Tacuarembo,UY,-31.7333,-55.9833,77.23,45,1,14.5,clear sky
633,Urengoy,RU,65.9667,78.3667,4.28,97,98,7.43,overcast clouds
634,Sedona,US,34.8697,-111.761,58.96,18,0,4.0,clear sky
635,Bonavista,CA,48.6499,-53.1147,27.12,70,100,14.16,overcast clouds
636,Talcahuano,CL,-36.7167,-73.1167,64.08,77,100,8.05,overcast clouds
637,Canmore,CA,51.0834,-115.3521,48.69,50,95,12.66,overcast clouds
638,Tambura,SS,5.6,27.4667,72.36,22,80,6.02,broken clouds
639,Nordhausen,DE,51.5167,10.8,39.65,87,100,7.54,light snow
640,Bakchar,RU,57.0186,82.0711,0.27,97,100,4.5,overcast clouds
641,Inirida,CO,3.8653,-67.9239,86.5,50,55,0.96,broken clouds
642,Meulaboh,ID,4.1363,96.1285,78.73,86,74,2.24,broken clouds
643,Giporlos,PH,11.12,125.4494,78.42,88,92,5.61,overcast clouds
644,Wawa,NG,9.9022,4.4192,80.31,24,47,5.19,scattered clouds
645,Kardamaina,GR,36.7814,27.1425,31.95,59,9,4.81,clear sky
646,Northam,GB,51.0333,-4.2167,51.39,98,99,16.11,overcast clouds
647,Puerto Rondon,CO,6.2805,-71.1,93.24,27,79,8.23,broken clouds
648,White Rock,CA,49.0164,-122.8026,50.09,69,22,1.99,few clouds
649,Tupik,RU,54.4253,119.9327,-9.04,94,100,2.64,overcast clouds
650,Izumo,JP,35.3667,132.7667,40.95,75,75,9.22,broken clouds
651,Shipunovo,RU,52.1582,82.2173,-11.43,100,60,1.3,broken clouds
652,Haines Junction,CA,60.7522,-137.5108,24.75,74,100,4.61,overcast clouds
653,Ouallam,NE,14.3188,2.0866,72.0,18,3,11.34,clear sky
654,Racale,IT,39.9631,18.0938,45.84,73,85,16.17,overcast clouds
655,Abashiri,JP,44.0213,144.2697,13.6,83,86,8.72,overcast clouds
656,Pirovskoye,RU,57.6267,92.2658,-1.88,98,100,3.74,overcast clouds
657,Abha,SA,18.2164,42.5053,51.62,87,0,0.0,clear sky
658,Arlit,NE,18.7369,7.3853,63.09,15,0,6.33,clear sky
659,Okakarara,NA,-20.5833,17.4333,76.89,36,97,10.94,overcast clouds
660,Saint-Georges,GD,12.0564,-61.7485,80.28,69,20,11.5,few clouds
661,Tashtyp,RU,52.7939,89.8983,-11.42,98,54,2.35,broken clouds
662,Helena,US,46.5927,-112.0361,40.17,50,100,1.99,overcast clouds
663,Kuah,MY,6.3265,99.8432,78.78,78,20,4.61,few clouds
664,Aizpute,LV,56.7167,21.6,34.83,65,12,12.86,few clouds
665,La Palma,US,33.8464,-118.0467,76.19,13,75,11.01,broken clouds
666,Agadir,MA,30.4202,-9.5982,68.45,41,0,25.57,clear sky
667,Bokhan,RU,53.153,103.7714,-19.21,100,100,1.52,overcast clouds
668,Denizli,TR,37.8402,29.0698,25.3,73,3,2.98,clear sky
669,Oistins,BB,13.0667,-59.5333,78.89,73,40,6.91,scattered clouds
670,Qostanay,KZ,53.1667,63.5833,7.14,87,100,6.35,overcast clouds
671,Oksfjord,NO,70.2396,22.3479,23.92,90,100,5.77,light snow
672,Domoni,KM,-12.2569,44.5319,78.98,79,64,3.94,broken clouds
673,Karakol,KG,42.4907,78.3936,16.75,70,95,4.07,overcast clouds
674,Perieti,RO,44.4,24.55,34.32,80,12,14.7,few clouds
675,Kurikka,FI,62.6167,22.4167,17.06,87,60,4.72,broken clouds
676,Songjianghe,CN,42.1859,127.479,-1.84,97,81,4.41,broken clouds
677,Jati,PK,24.3539,68.2671,61.54,52,0,5.48,clear sky
678,Anloga,GH,5.7947,0.8973,82.62,78,31,6.71,scattered clouds
679,Hambantota,LK,6.1241,81.1185,71.94,100,0,3.44,clear sky
680,Laela,TZ,-8.5667,32.05,59.43,92,100,3.06,overcast clouds
681,Vanavara,RU,60.34,102.2797,-14.44,100,96,3.33,overcast clouds
682,Zhezkazgan,KZ,47.8043,67.7144,12.87,85,100,13.56,overcast clouds
