City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
245,Nikolskoye,RU,2022-01-24 06:58:14,59.7035,30.7861,31.87,93,100,10.89
246,Port Hedland,AU,2022-01-24 06:58:15,-20.3167,118.5667,95.05,63,83,20.71
247,Viedma,AR,2022-01-24 06:58:15,-40.8135,-62.9967,68.14,47,0,9.75
248,Uvat,RU,2022-01-24 06:58:16,59.1433,68.8953,11.77,93,100,6.2
249,Thinadhoo,MV,2022-01-24 06:58:16,0.5333,72.9333,82.09,70,41,15.1
250,Aguimes,ES,2022-01-24 06:58:17,27.9054,-15.4461,59.63,77,20,9.22
251,Talara,PE,2022-01-24 06:58:17,-4.5772,-81.2719,71.65,79,17,11.3
252,Mahajanga,MG,2022-01-24 06:58:18,-15.7167,46.3167,75.22,88,75,12.66
253,Opportunity,US,2022-01-24 06:58:18,47.6499,-117.2399,31.37,94,100,0.0
254,Buluang,PH,2022-01-24 06:58:19,13.3068,123.3425,81.79,82,34,3.69
255,Port-Gentil,GA,2022-01-24 06:58:19,-0.7193,8.7815,76.96,94,40,0.0
256,Zambezi,ZM,2022-01-24 06:58:19,-13.5432,23.1047,70.09,74,8,7.63
257,Powell River,CA,2022-01-24 06:58:20,49.8496,-124.5361,39.2,73,6,2.82
258,Haines Junction,CA,2022-01-24 06:55:41,60.7522,-137.5108,13.95,85,100,1.14
259,Kloulklubed,PW,2022-01-24 06:58:20,7.0419,134.2556,77.5,78,100,16.44
260,Xai-Xai,MZ,2022-01-24 06:55:07,-25.0519,33.6442,77.09,79,84,11.59
261,Cosmopolis,BR,2022-01-24 06:58:21,-22.6458,-47.1961,72.48,86,77,3.94
262,Luena,AO,2022-01-24 06:58:21,-11.7833,19.9167,66.38,94,0,5.75
263,Ketchikan,US,2022-01-24 06:58:22,55.3422,-131.6461,43.27,100,100,0.0
264,Senanga,ZM,2022-01-24 06:58:22,-16.1167,23.2667,72.07,66,7,7.47
265,Bambous Virieux,MU,2022-01-24 06:58:23,-20.3428,57.7575,87.22,83,75,8.05
266,Kasongo-Lunda,CD,2022-01-24 06:58:23,-6.4667,16.8167,75.61,76,11,2.33
267,Vlore,AL,2022-01-24 06:58:24,40.4667,19.4897,34.48,47,0,9.17
268,Moyale,KE,2022-01-24 06:58:24,3.5167,39.0584,80.01,23,100,19.33
269,Fort Nelson,CA,2022-01-24 06:55:36,58.8053,-122.7002,16.54,97,100,1.03
270,Taguatinga,BR,2022-01-24 06:58:25,-12.3857,-46.5711,70.0,89,85,2.66
271,Saint-Augustin,CA,2022-01-24 06:49:37,51.226,-58.6502,9.48,97,100,4.27
272,Pevek,RU,2022-01-24 06:58:25,69.7008,170.3133,-13.88,98,100,20.09
273,Bonthe,SL,2022-01-24 06:58:26,7.5264,-12.505,72.82,94,58,4.56
274,Catalao,BR,2022-01-24 06:58:27,-18.1658,-47.9464,65.82,90,67,3.31
275,Kasungu,MW,2022-01-24 06:58:27,-13.0333,33.4833,70.74,73,100,7.43
276,Hualmay,PE,2022-01-24 06:58:28,-11.0964,-77.6139,70.25,89,50,7.29
277,Tuatapere,NZ,2022-01-24 06:49:48,-46.1333,167.6833,59.83,70,7,6.42
278,Olafsvik,IS,2022-01-24 06:59:28,64.8945,-23.7142,33.62,61,99,22.03
279,Makrana,IN,2022-01-24 06:59:29,27.05,74.7167,61.39,42,10,6.82
280,Havelock,US,2022-01-24 06:59:30,34.8791,-76.9013,40.93,86,21,6.22
281,Popondetta,PG,2022-01-24 06:58:20,-8.7537,148.2534,81.23,90,100,2.98
282,Imeni Poliny Osipenko,RU,2022-01-24 06:59:30,52.4201,136.4853,-9.6,97,21,3.22
283,Springdale,US,2022-01-24 06:59:31,36.1867,-94.1288,39.02,81,0,6.49
284,Carndonagh,IE,2022-01-24 06:59:31,55.25,-7.2667,44.22,82,100,9.13
285,Kahului,US,2022-01-24 06:59:32,20.8947,-156.47,74.84,85,78,5.01
286,Nongstoin,IN,2022-01-24 06:59:32,25.5167,91.2667,53.82,71,99,3.38
287,Coihaique,CL,2022-01-24 06:59:33,-45.5752,-72.0662,51.75,71,75,8.05
288,Gimli,CA,2022-01-24 06:59:33,50.6336,-96.9907,-7.58,77,94,6.91
289,Pout,SN,2022-01-24 06:59:33,14.7739,-17.0603,75.96,13,0,10.36
290,Berlevag,NO,2022-01-24 06:59:34,70.8578,29.0864,37.35,70,0,27.63
291,Saldanha,ZA,2022-01-24 06:59:34,-33.0117,17.9442,71.65,83,29,12.12
